group,type,specimen,strain,stress
F0,flat,P2,2.135139,0.5678622
F0,flat,P2,2.199292,0.5803032
F0,flat,P2,2.264308,0.5926332
F0,flat,P2,2.328354,0.6054071
F0,flat,P2,2.392169,0.6182878
F0,flat,P2,2.4556,0.6309141
F0,flat,P2,2.520231,0.6431401
F0,flat,P2,2.584892,0.6552741
F0,flat,P2,2.649061,0.6674513
F0,flat,P2,2.712677,0.6795782
F0,flat,P2,2.776077,0.691592
F0,flat,P2,2.840892,0.7033737
F0,flat,P2,2.905216,0.7152345
F0,flat,P2,2.969338,0.7269807
F0,flat,P2,3.033,0.7383678
F0,flat,P2,3.096815,0.7495824
F0,flat,P2,3.161754,0.7605837
F0,flat,P2,3.225754,0.7714605
F0,flat,P2,3.289846,0.7815858
F0,flat,P2,3.353277,0.791889
F0,flat,P2,3.4174,0.8024555
F0,flat,P2,3.482185,0.8129324
F0,flat,P2,3.546108,0.8234131
F0,flat,P2,3.610308,0.8336713
F0,flat,P2,3.673708,0.8438732
F0,flat,P2,3.738062,0.8538977
F0,flat,P2,3.802846,0.8638788
F0,flat,P2,3.866693,0.8739441
F0,flat,P2,3.930677,0.8839964
F0,flat,P2,3.994215,0.8940187
F0,flat,P2,4.0588,0.9038754
F0,flat,P2,4.123308,0.9137585
F0,flat,P2,4.1874,0.92369
F0,flat,P2,4.251108,0.9335243
F0,flat,P2,4.314692,0.9430485
F0,flat,P2,4.379477,0.9521928
F0,flat,P2,4.443707,0.9616228
F0,flat,P2,4.507754,0.9711133
F0,flat,P2,4.571308,0.980501
F0,flat,P2,4.635277,0.9897854
F0,flat,P2,4.700246,0.9989766
F0,flat,P2,4.764061,1.008258
F0,flat,P2,4.828415,1.017531
F0,flat,P2,4.891861,1.026699
F0,flat,P2,4.955831,1.035638
F0,flat,P2,5.020677,1.044566
F0,flat,P2,5.084462,1.053603
F0,flat,P2,5.148708,1.062506
F0,flat,P2,5.212215,1.070232
F0,flat,P2,5.276677,1.077443
F0,flat,P2,5.341339,1.085847
F0,flat,P2,5.405323,1.094304
F0,flat,P2,5.469215,1.102627
F0,flat,P2,5.532723,1.110882
F0,flat,P2,5.597308,1.119038
F0,flat,P2,5.661846,1.127186
F0,flat,P2,5.725985,1.135159
F0,flat,P2,5.789569,1.143073
F0,flat,P2,5.853185,1.147199
F0,flat,P2,5.918092,1.145572
F0,flat,P2,5.981985,1.149879
F0,flat,P2,0.01943077,0.01910923
F0,flat,P2,0.0814,0.03745538
F0,flat,P2,0.1460615,0.05645564
F0,flat,P2,0.2098,0.07609308
F0,flat,P2,0.274,0.09543564
F0,flat,P2,0.3388154,0.1142929
F0,flat,P2,0.4029077,0.1331123
F0,flat,P2,0.4668,0.1517569
F0,flat,P2,0.5302769,0.1700312
F0,flat,P2,0.5947846,0.1879729
F0,flat,P2,0.6591846,0.2058244
F0,flat,P2,0.7233077,0.223615
F0,flat,P2,0.7868924,0.2411955
F0,flat,P2,0.8505539,0.2584144
F0,flat,P2,0.9154923,0.2752103
F0,flat,P2,0.9795692,0.2919682
F0,flat,P2,1.043892,0.3085521
F0,flat,P2,1.107585,0.3249605
F0,flat,P2,1.171446,0.3410935
F0,flat,P2,1.236415,0.3568512
F0,flat,P2,1.300354,0.3726766
F0,flat,P2,1.364354,0.3884627
F0,flat,P2,1.4278,0.4039299
F0,flat,P2,1.491954,0.4189927
F0,flat,P2,1.556846,0.4337277
F0,flat,P2,1.620815,0.448325
F0,flat,P2,1.684754,0.4626721
F0,flat,P2,1.748231,0.476646
F0,flat,P2,1.812538,0.4900555
F0,flat,P2,1.877123,0.50329
F0,flat,P2,1.941215,0.5166451
F0,flat,P2,2.005108,0.5298119
F0,flat,P2,2.068585,0.542775
F0,flat,P2,2.133323,0.5554301
F0,flat,P2,2.197723,0.5680807
F0,flat,P2,2.261723,0.5808125
F0,flat,P2,2.325385,0.5933404
F0,flat,P2,2.389015,0.6054995
F0,flat,P2,2.454108,0.6174191
F0,flat,P2,2.518231,0.6295328
F0,flat,P2,2.582508,0.6416146
F0,flat,P2,2.645938,0.6535776
F0,flat,P2,2.709646,0.6652662
F0,flat,P2,2.7748,0.6766626
F0,flat,P2,2.838815,0.6880606
F0,flat,P2,2.902862,0.6991102
F0,flat,P2,2.966262,0.7098531
F0,flat,P2,3.030415,0.7203451
F0,flat,P2,3.095462,0.7306175
F0,flat,P2,3.159246,0.7409728
F0,flat,P2,3.223108,0.7513657
F0,flat,P2,3.286569,0.7616234
F0,flat,P2,3.351123,0.7717072
F0,flat,P2,3.415816,0.7819834
F0,flat,P2,3.479908,0.7923737
F0,flat,P2,3.543646,0.8026755
F0,flat,P2,3.607154,0.8128723
F0,flat,P2,3.671938,0.82176
F0,flat,P2,3.736139,0.8285785
F0,flat,P2,3.800339,0.8371723
F0,flat,P2,3.863893,0.8468773
F0,flat,P2,3.927738,0.8564374
F0,flat,P2,3.992708,0.865721
F0,flat,P2,4.056646,0.8749387
F0,flat,P2,4.120969,0.8840584
F0,flat,P2,4.1844,0.8932365
F0,flat,P2,4.248262,0.9015734
F0,flat,P2,4.313339,0.9095674
F0,flat,P2,4.377231,0.918658
F0,flat,P2,4.441092,0.9277629
F0,flat,P2,4.504677,0.9365614
F0,flat,P2,4.568877,0.9450419
F0,flat,P2,4.633815,0.9532127
F0,flat,P2,4.697708,0.9611464
F0,flat,P2,4.761677,0.9693509
F0,flat,P2,4.825108,0.9775414
F0,flat,P2,4.889616,0.9853225
F0,flat,P2,4.954169,0.9931777
F0,flat,P2,5.018216,1.001162
F0,flat,P2,5.082154,1.009066
F0,flat,P2,5.14577,1.017118
F0,flat,P2,5.21063,1.025139
F0,flat,P2,5.274754,1.033151
F0,flat,P2,5.338723,1.04101
F0,flat,P2,5.402431,1.049017
F0,flat,P2,5.466277,1.056999
F0,flat,P2,5.531185,1.064675
F0,flat,P2,5.595385,1.072341
F0,flat,P2,5.659508,1.080009
F0,flat,P2,5.722785,1.087729
F0,flat,P2,5.786908,1.095354
F0,flat,P2,5.851723,1.102945
F0,flat,P2,5.915462,1.110497
F0,flat,P2,5.979815,1.117711
F0,flat,P2,6.043416,1.124474
F0,flat,P2,6.107692,1.130888
F0,flat,P2,6.172,1.137174
F0,flat,P2,6.2364,1.143439
F0,flat,P2,6.300261,1.150149
F1,flat,1,0.004723077,0.008918077
F1,flat,1,0.1714923,0.03758756
F1,flat,1,0.3448615,0.08937282
F1,flat,1,0.5153077,0.1353949
F1,flat,1,0.6864462,0.1795779
F1,flat,1,0.8575846,0.2225579
F1,flat,1,1.028,0.2650314
F1,flat,1,1.199646,0.3058115
F1,flat,1,1.369631,0.3456373
F1,flat,1,1.541385,0.3841458
F1,flat,1,1.711415,0.4222928
F1,flat,1,1.8832,0.4592688
F1,flat,1,2.053662,0.495008
F1,flat,1,2.224908,0.5298876
F1,flat,1,2.396092,0.5630008
F1,flat,1,2.566462,0.5951814
F1,flat,1,2.738138,0.6260225
F1,flat,1,2.908062,0.6565247
F1,flat,1,3.079769,0.6862801
F1,flat,1,3.249985,0.7153825
F1,flat,1,3.421739,0.743257
F1,flat,1,3.592354,0.7703871
F1,flat,1,3.763416,0.7974578
F1,flat,1,3.934662,0.823659
F1,flat,1,4.105,0.8495865
F1,flat,1,4.276523,0.8747637
F1,flat,1,4.446554,0.9001855
F1,flat,1,4.6182,0.9251114
F1,flat,1,4.788492,0.9498308
F1,flat,1,4.960169,0.9738822
F1,flat,1,5.130969,0.997566
F1,flat,1,5.301877,1.02115
F1,flat,1,5.473169,1.043987
F1,flat,1,5.643384,1.06664
F1,flat,1,5.814831,1.088575
F1,flat,1,5.985323,1.110466
F1,flat,1,6.156923,1.132176
F1,flat,1,6.326877,1.153564
F1,flat,1,6.498507,1.171928
F1,flat,1,6.669277,1.186937
F1,flat,1,6.840415,1.206303
F1,flat,1,7.011708,1.225128
F1,flat,1,7.181969,1.244208
F1,flat,1,7.353446,1.262369
F1,flat,1,7.523631,1.280797
F1,flat,1,7.695231,1.297581
F1,flat,1,7.865416,1.314479
F1,flat,1,8.037169,1.331295
F1,flat,1,8.208046,1.347005
F1,flat,1,8.378877,1.362516
F1,flat,1,8.550092,1.376437
F1,flat,1,8.720354,1.389265
F1,flat,1,8.891984,1.402745
F1,flat,1,9.062016,1.413484
F1,flat,1,9.233892,1.425284
F1,flat,1,9.404061,1.436779
F1,flat,1,9.575708,1.45
F1,flat,1,9.746508,1.462314
F1,flat,1,9.917292,1.474514
F1,flat,1,10.08866,1.485679
F1,flat,1,10.25892,1.495583
F1,flat,1,10.43034,1.498932
F1,flat,1,10.60045,1.502308
F1,flat,1,10.77246,1.508412
F1,flat,1,10.94272,1.509838
F1,flat,1,11.1142,1.46857
F1,flat,1,11.28508,1.322845
F1,flat,1,11.45599,1.219713
F1,flat,1,11.60405,0.2275714
F1,flat,1,11.60923,0.0523768
F1,flat,1,11.60412,0.05232051
F1,flat,1,11.60348,0.05234205
F1,flat,1,11.60345,0.05236167
F1,flat,1,11.60345,0.05228
F1,flat,1,11.60345,0.05238103
F1,flat,1,11.60345,0.05233308
F1,flat,1,11.60345,0.05228295
F1,flat,1,11.60345,0.05231346
F1,flat,1,11.60345,0.0522591
F1,flat,1,11.60345,0.05224923
F1,flat,1,11.60348,0.05224833
F1,flat,1,11.60348,0.05223154
F1,flat,1,11.60348,0.0522459
F1,flat,1,11.60351,0.05224641
F1,flat,1,11.60351,0.05224846
F1,flat,1,11.60355,0.05226654
F1,flat,1,11.60355,0.05225205
F1,flat,1,0.1686462,0.05971308
F1,flat,1,0.3388616,0.109149
F1,flat,1,0.5106462,0.1559369
F1,flat,1,0.6809077,0.2012615
F1,flat,1,0.8525077,0.2456182
F1,flat,1,1.023492,0.2884476
F1,flat,1,1.193908,0.3304552
F1,flat,1,1.365554,0.3708482
F1,flat,1,1.535431,0.4104422
F1,flat,1,1.707061,0.4485399
F1,flat,1,1.877169,0.4853452
F1,flat,1,2.049077,0.5212419
F1,flat,1,2.219569,0.555084
F1,flat,1,2.391046,0.5871462
F1,flat,1,2.561954,0.619186
F1,flat,1,2.732415,0.6507373
F1,flat,1,2.904123,0.6807947
F1,flat,1,3.073815,0.708206
F1,flat,1,3.2456,0.7233557
F1,flat,1,3.415708,0.7286619
F1,flat,1,3.587646,0.7551431
F1,flat,1,3.758107,0.7804716
F1,flat,1,3.9294,0.8053923
F1,flat,1,4.100461,0.829785
F1,flat,1,4.270754,0.854313
F1,flat,1,4.4424,0.8784068
F1,flat,1,4.612308,0.9026319
F1,flat,1,4.783908,0.9257505
F1,flat,1,4.954354,0.948837
F1,flat,1,5.126108,0.9715168
F1,flat,1,5.296569,0.9938465
F1,flat,1,5.467969,1.01568
F1,flat,1,5.638954,1.036574
F1,flat,1,5.809569,1.056665
F1,flat,1,5.980631,1.077179
F1,flat,1,6.150815,1.097597
F1,flat,1,6.322416,1.117019
F1,flat,1,6.492892,1.136738
F1,flat,1,6.664615,1.155904
F1,flat,1,6.835108,1.173794
F1,flat,1,7.006323,1.19164
F1,flat,1,7.177385,1.209601
F1,flat,1,7.347908,1.225735
F1,flat,1,7.519354,1.24161
F1,flat,1,7.689308,1.254636
F1,flat,1,7.861185,1.269045
F1,flat,1,8.031323,1.282489
F1,flat,1,8.203123,1.290496
F1,flat,1,8.373754,1.284783
F1,flat,1,8.544892,1.291597
F1,flat,1,8.716185,1.061644
F1,flat,1,8.784277,0.06949449
F1,flat,1,8.780554,0.06993859
F1,flat,1,8.778015,0.07004166
F1,flat,1,8.777815,0.06957449
F1,flat,1,8.777815,0.06971436
F1,flat,1,8.777815,0.06970936
F1,flat,1,8.777815,0.06950884
F1,flat,1,8.777815,0.06963346
F1,flat,1,8.777815,0.0695482
F1,flat,1,8.777815,0.06953333
F1,flat,1,8.777815,0.06959052
F1,flat,1,8.777862,0.06952385
F1,flat,1,8.777862,0.06958013
F1,flat,1,8.777862,0.06956795
F1,flat,1,8.777892,0.0695409
F1,flat,1,8.777892,0.06958129
F1,flat,1,8.777939,0.06955051
F1,flat,1,8.777939,0.06954769
F1,flat,1,8.777969,0.06955167
F1,flat,1,8.777969,0.0695441
F1,flat,2,0.0194,0.01895192
F1,flat,2,0.3168615,0.1037346
F1,flat,2,0.6159077,0.1812815
F1,flat,2,0.9149231,0.2544404
F1,flat,2,1.214077,0.3224609
F1,flat,2,1.512892,0.3864397
F1,flat,2,1.811815,0.4411466
F1,flat,2,2.111062,0.4954514
F1,flat,2,2.410062,0.5426415
F1,flat,2,2.709338,0.5930265
F1,flat,2,3.008431,0.6405706
F1,flat,2,3.307585,0.6864355
F1,flat,2,3.606785,0.7309448
F1,flat,2,3.906015,0.7731186
F1,flat,2,4.205215,0.8084567
F1,flat,2,4.504538,0.8390477
F1,flat,2,4.803692,0.8301078
F1,flat,2,0.1268615,0.0151568
F1,flat,2,0.4302462,0.1050977
F1,flat,2,0.7292923,0.1871431
F1,flat,2,1.028462,0.2655991
F1,flat,2,1.327585,0.339866
F1,flat,2,1.626431,0.4085114
F1,flat,2,1.925431,0.4734546
F1,flat,2,2.2246,0.5319239
F1,flat,2,2.523369,0.5809164
F1,flat,2,2.822692,0.6338112
F1,flat,2,3.121692,0.6844599
F1,flat,2,3.420815,0.7339407
F1,flat,2,3.719938,0.7822853
F1,flat,2,4.019093,0.8290627
F1,flat,2,4.318215,0.8744395
F1,flat,2,4.617261,0.9180651
F1,flat,2,4.916662,0.9598092
F1,flat,2,5.215816,1.00005
F1,flat,2,5.515046,1.038913
F1,flat,2,5.814554,1.075075
F1,flat,2,6.113646,1.111644
F1,flat,2,6.413077,1.146585
F1,flat,2,6.712154,1.179567
F1,flat,2,7.011231,1.210446
F1,flat,2,7.310631,1.238947
F1,flat,2,7.609708,1.266329
F1,flat,2,7.908831,1.287632
F1,flat,2,8.208108,1.304966
F1,flat,2,8.507307,1.29872
F1,flat,2,8.704292,0.03758333
F1,flat,2,8.697569,0.03715654
F1,flat,2,8.697262,0.03667679
F1,flat,2,8.697262,0.03655474
F1,flat,2,8.697262,0.03648551
F1,flat,2,8.697262,0.03659821
F1,flat,2,8.697308,0.036525
F1,flat,2,8.697339,0.03655641
F1,flat,2,8.697415,0.03654397
F1,flat,2,8.697461,0.03649692
F1,flat,2,8.697492,0.03653436
F1,flat,2,8.697492,0.03652
F1,flat,2,8.697492,0.03652833
F1,flat,2,8.697492,0.03650744
F1,flat,2,8.697492,0.03651013
F1,flat,2,8.697492,0.03651692
F1,flat,2,8.697492,0.03651051
F1,flat,2,8.697492,0.03650731
F1,flat,2,8.697492,0.036525
F1,flat,2,8.697492,0.03650423
F1,flat,2,8.697492,0.03651154
F1,flat,2,0.08255385,0.03825282
F1,flat,2,0.3828769,0.1288188
F1,flat,2,0.6819538,0.2152247
F1,flat,2,0.9810461,0.2974605
F1,flat,2,1.280277,0.3747701
F1,flat,2,1.5794,0.4470377
F1,flat,2,1.878631,0.5153018
F1,flat,2,2.177877,0.5799454
F1,flat,2,2.476923,0.6420382
F1,flat,2,2.776077,0.7012038
F1,flat,2,3.075123,0.7583958
F1,flat,2,3.374354,0.8132551
F1,flat,2,3.673523,0.8655406
F1,flat,2,3.9728,0.9150869
F1,flat,2,4.272,0.9614573
F1,flat,2,4.570954,1.008997
F1,flat,2,4.87043,1.053481
F1,flat,2,5.169277,1.096279
F1,flat,2,5.468369,1.136836
F1,flat,2,5.767369,1.135329
F1,flat,2,6.066384,1.152562
F1,flat,2,6.365308,1.175413
F1,flat,2,6.664354,1.197991
F1,flat,2,6.963431,1.230218
F1,flat,2,7.262523,1.259201
F1,flat,2,7.561492,1.288474
F1,flat,2,7.8608,1.313479
F1,flat,2,8.159893,1.337766
F1,flat,2,8.459124,1.358969
F1,flat,2,8.758246,1.353507
F1,flat,2,9.0574,1.348386
F1,flat,2,9.296969,0.02966449
F1,flat,2,9.292139,0.02832961
F1,flat,2,9.291061,0.02839603
F1,flat,2,9.291061,0.02838308
F1,flat,2,9.291061,0.02832744
F1,flat,2,9.291093,0.02834436
F1,flat,2,9.291093,0.02828167
F1,flat,2,9.291138,0.02825103
F1,flat,2,9.291169,0.02827077
F1,flat,2,9.291246,0.0282709
F1,flat,2,9.291292,0.02827756
F1,flat,2,9.291292,0.02826128
F1,flat,2,9.291292,0.02826038
F1,flat,2,9.291323,0.02826244
F1,flat,2,9.291323,0.02826038
F1,flat,2,0.1233385,0.04347936
F1,flat,2,0.4232308,0.1231373
F1,flat,2,0.7224615,0.1989662
F1,flat,2,1.021662,0.2697868
F1,flat,2,1.320477,0.3323788
F1,flat,2,1.619877,0.3960805
F1,flat,2,1.919154,0.453269
F1,flat,2,2.218338,0.5079533
F1,flat,2,2.517662,0.557188
F1,flat,2,2.816585,0.6046799
F1,flat,2,3.115754,0.6514761
F1,flat,2,3.414831,0.6978405
F1,flat,2,3.713846,0.742449
F1,flat,2,4.012769,0.783579
F1,flat,2,4.311923,0.8208691
F1,flat,2,4.610969,0.8588937
F1,flat,2,4.909908,0.8932814
F1,flat,2,5.209107,0.9279566
F1,flat,2,5.508385,0.9599887
F1,flat,2,5.807123,0.9670378
F1,flat,2,6.046831,0.02836013
F1,flat,2,6.041646,0.02817782
F1,flat,2,6.040816,0.02819295
F1,flat,2,6.040816,0.02802231
F1,flat,2,6.040816,0.02791603
F1,flat,2,6.040816,0.02795064
F1,flat,2,6.040846,0.02792795
F1,flat,2,6.040846,0.02797731
F1,flat,2,6.040846,0.02794474
F1,flat,2,6.040923,0.02794
F1,flat,2,6.040969,0.02794846
F1,flat,2,6.040969,0.02793295
F1,flat,2,6.041,0.02792654
F1,flat,2,6.041,0.02794205
F1,flat,2,6.041,0.02793372
F1,flat,2,6.041,0.02793487
F1,flat,2,6.041,0.02792539
F1,flat,2,6.041,0.02793833
F1,flat,2,6.041,0.02793282
F1,flat,2,6.041,0.02792654
F1,flat,2,6.041,0.02793782
F1,flat,2,6.041,0.02792654
F1,flat,2,6.041,0.02793423
F1,flat,2,6.041,0.02792744
F1,flat,2,6.041,0.02793103
F1,flat,2,6.041,0.02795474
F1,flat,3,0.0194,0.01895192
F1,flat,3,0.3168615,0.1037346
F1,flat,3,0.6159077,0.1812815
F1,flat,3,0.9149231,0.2544404
F1,flat,3,1.214077,0.3224609
F1,flat,3,1.512892,0.3864397
F1,flat,3,1.811815,0.4411466
F1,flat,3,2.111062,0.4954514
F1,flat,3,2.410062,0.5426415
F1,flat,3,2.709338,0.5930265
F1,flat,3,3.008431,0.6405706
F1,flat,3,3.307585,0.6864355
F1,flat,3,3.606785,0.7309448
F1,flat,3,3.906015,0.7731186
F1,flat,3,4.205215,0.8084567
F1,flat,3,4.504538,0.8390477
F1,flat,3,4.803692,0.8301078
F1,flat,3,0.1268615,0.0151568
F1,flat,3,0.4302462,0.1050977
F1,flat,3,0.7292923,0.1871431
F1,flat,3,1.028462,0.2655991
F1,flat,3,1.327585,0.339866
F1,flat,3,1.626431,0.4085114
F1,flat,3,1.925431,0.4734546
F1,flat,3,2.2246,0.5319239
F1,flat,3,2.523369,0.5809164
F1,flat,3,2.822692,0.6338112
F1,flat,3,3.121692,0.6844599
F1,flat,3,3.420815,0.7339407
F1,flat,3,3.719938,0.7822853
F1,flat,3,4.019093,0.8290627
F1,flat,3,4.318215,0.8744395
F1,flat,3,4.617261,0.9180651
F1,flat,3,4.916662,0.9598092
F1,flat,3,5.215816,1.00005
F1,flat,3,5.515046,1.038913
F1,flat,3,5.814554,1.075075
F1,flat,3,6.113646,1.111644
F1,flat,3,6.413077,1.146585
F1,flat,3,6.712154,1.179567
F1,flat,3,7.011231,1.210446
F1,flat,3,7.310631,1.238947
F1,flat,3,7.609708,1.266329
F1,flat,3,7.908831,1.287632
F1,flat,3,8.208108,1.304966
F1,flat,3,8.507307,1.29872
F1,flat,3,8.704292,0.03758333
F1,flat,3,8.697569,0.03715654
F1,flat,3,8.697262,0.03667679
F1,flat,3,8.697262,0.03655474
F1,flat,3,8.697262,0.03648551
F1,flat,3,8.697262,0.03659821
F1,flat,3,8.697308,0.036525
F1,flat,3,8.697339,0.03655641
F1,flat,3,8.697415,0.03654397
F1,flat,3,8.697461,0.03649692
F1,flat,3,8.697492,0.03653436
F1,flat,3,8.697492,0.03652
F1,flat,3,8.697492,0.03652833
F1,flat,3,8.697492,0.03650744
F1,flat,3,8.697492,0.03651013
F1,flat,3,8.697492,0.03651692
F1,flat,3,8.697492,0.03651051
F1,flat,3,8.697492,0.03650731
F1,flat,3,8.697492,0.036525
F1,flat,3,8.697492,0.03650423
F1,flat,3,8.697492,0.03651154
F1,flat,3,0.08255385,0.03825282
F1,flat,3,0.3828769,0.1288188
F1,flat,3,0.6819538,0.2152247
F1,flat,3,0.9810461,0.2974605
F1,flat,3,1.280277,0.3747701
F1,flat,3,1.5794,0.4470377
F1,flat,3,1.878631,0.5153018
F1,flat,3,2.177877,0.5799454
F1,flat,3,2.476923,0.6420382
F1,flat,3,2.776077,0.7012038
F1,flat,3,3.075123,0.7583958
F1,flat,3,3.374354,0.8132551
F1,flat,3,3.673523,0.8655406
F1,flat,3,3.9728,0.9150869
F1,flat,3,4.272,0.9614573
F1,flat,3,4.570954,1.008997
F1,flat,3,4.87043,1.053481
F1,flat,3,5.169277,1.096279
F1,flat,3,5.468369,1.136836
F1,flat,3,5.767369,1.135329
F1,flat,3,6.066384,1.152562
F1,flat,3,6.365308,1.175413
F1,flat,3,6.664354,1.197991
F1,flat,3,6.963431,1.230218
F1,flat,3,7.262523,1.259201
F1,flat,3,7.561492,1.288474
F1,flat,3,7.8608,1.313479
F1,flat,3,8.159893,1.337766
F1,flat,3,8.459124,1.358969
F1,flat,3,8.758246,1.353507
F1,flat,3,9.0574,1.348386
F1,flat,3,9.296969,0.02966449
F1,flat,3,9.292139,0.02832961
F1,flat,3,9.291061,0.02839603
F1,flat,3,9.291061,0.02838308
F1,flat,3,9.291061,0.02832744
F1,flat,3,9.291093,0.02834436
F1,flat,3,9.291093,0.02828167
F1,flat,3,9.291138,0.02825103
F1,flat,3,9.291169,0.02827077
F1,flat,3,9.291246,0.0282709
F1,flat,3,9.291292,0.02827756
F1,flat,3,9.291292,0.02826128
F1,flat,3,9.291292,0.02826038
F1,flat,3,9.291323,0.02826244
F1,flat,3,9.291323,0.02826038
F1,flat,3,0.1233385,0.04347936
F1,flat,3,0.4232308,0.1231373
F1,flat,3,0.7224615,0.1989662
F1,flat,3,1.021662,0.2697868
F1,flat,3,1.320477,0.3323788
F1,flat,3,1.619877,0.3960805
F1,flat,3,1.919154,0.453269
F1,flat,3,2.218338,0.5079533
F1,flat,3,2.517662,0.557188
F1,flat,3,2.816585,0.6046799
F1,flat,3,3.115754,0.6514761
F1,flat,3,3.414831,0.6978405
F1,flat,3,3.713846,0.742449
F1,flat,3,4.012769,0.783579
F1,flat,3,4.311923,0.8208691
F1,flat,3,4.610969,0.8588937
F1,flat,3,4.909908,0.8932814
F1,flat,3,5.209107,0.9279566
F1,flat,3,5.508385,0.9599887
F1,flat,3,5.807123,0.9670378
F1,flat,3,6.046831,0.02836013
F1,flat,3,6.041646,0.02817782
F1,flat,3,6.040816,0.02819295
F1,flat,3,6.040816,0.02802231
F1,flat,3,6.040816,0.02791603
F1,flat,3,6.040816,0.02795064
F1,flat,3,6.040846,0.02792795
F1,flat,3,6.040846,0.02797731
F1,flat,3,6.040846,0.02794474
F1,flat,3,6.040923,0.02794
F1,flat,3,6.040969,0.02794846
F1,flat,3,6.040969,0.02793295
F1,flat,3,6.041,0.02792654
F1,flat,3,6.041,0.02794205
F1,flat,3,6.041,0.02793372
F1,flat,3,6.041,0.02793487
F1,flat,3,6.041,0.02792539
F1,flat,3,6.041,0.02793833
F1,flat,3,6.041,0.02793282
F1,flat,3,6.041,0.02792654
F1,flat,3,6.041,0.02793782
F1,flat,3,6.041,0.02792654
F1,flat,3,6.041,0.02793423
F1,flat,3,6.041,0.02792744
F1,flat,3,6.041,0.02793103
F1,flat,3,6.041,0.02795474
F1,flat,4,0.0194,0.01895192
F1,flat,4,0.3168615,0.1037346
F1,flat,4,0.6159077,0.1812815
F1,flat,4,0.9149231,0.2544404
F1,flat,4,1.214077,0.3224609
F1,flat,4,1.512892,0.3864397
F1,flat,4,1.811815,0.4411466
F1,flat,4,2.111062,0.4954514
F1,flat,4,2.410062,0.5426415
F1,flat,4,2.709338,0.5930265
F1,flat,4,3.008431,0.6405706
F1,flat,4,3.307585,0.6864355
F1,flat,4,3.606785,0.7309448
F1,flat,4,3.906015,0.7731186
F1,flat,4,4.205215,0.8084567
F1,flat,4,4.504538,0.8390477
F1,flat,4,4.803692,0.8301078
F1,flat,4,0.1268615,0.0151568
F1,flat,4,0.4302462,0.1050977
F1,flat,4,0.7292923,0.1871431
F1,flat,4,1.028462,0.2655991
F1,flat,4,1.327585,0.339866
F1,flat,4,1.626431,0.4085114
F1,flat,4,1.925431,0.4734546
F1,flat,4,2.2246,0.5319239
F1,flat,4,2.523369,0.5809164
F1,flat,4,2.822692,0.6338112
F1,flat,4,3.121692,0.6844599
F1,flat,4,3.420815,0.7339407
F1,flat,4,3.719938,0.7822853
F1,flat,4,4.019093,0.8290627
F1,flat,4,4.318215,0.8744395
F1,flat,4,4.617261,0.9180651
F1,flat,4,4.916662,0.9598092
F1,flat,4,5.215816,1.00005
F1,flat,4,5.515046,1.038913
F1,flat,4,5.814554,1.075075
F1,flat,4,6.113646,1.111644
F1,flat,4,6.413077,1.146585
F1,flat,4,6.712154,1.179567
F1,flat,4,7.011231,1.210446
F1,flat,4,7.310631,1.238947
F1,flat,4,7.609708,1.266329
F1,flat,4,7.908831,1.287632
F1,flat,4,8.208108,1.304966
F1,flat,4,8.507307,1.29872
F1,flat,4,8.704292,0.03758333
F1,flat,4,8.697569,0.03715654
F1,flat,4,8.697262,0.03667679
F1,flat,4,8.697262,0.03655474
F1,flat,4,8.697262,0.03648551
F1,flat,4,8.697262,0.03659821
F1,flat,4,8.697308,0.036525
F1,flat,4,8.697339,0.03655641
F1,flat,4,8.697415,0.03654397
F1,flat,4,8.697461,0.03649692
F1,flat,4,8.697492,0.03653436
F1,flat,4,8.697492,0.03652
F1,flat,4,8.697492,0.03652833
F1,flat,4,8.697492,0.03650744
F1,flat,4,8.697492,0.03651013
F1,flat,4,8.697492,0.03651692
F1,flat,4,8.697492,0.03651051
F1,flat,4,8.697492,0.03650731
F1,flat,4,8.697492,0.036525
F1,flat,4,8.697492,0.03650423
F1,flat,4,8.697492,0.03651154
F1,flat,4,0.08255385,0.03825282
F1,flat,4,0.3828769,0.1288188
F1,flat,4,0.6819538,0.2152247
F1,flat,4,0.9810461,0.2974605
F1,flat,4,1.280277,0.3747701
F1,flat,4,1.5794,0.4470377
F1,flat,4,1.878631,0.5153018
F1,flat,4,2.177877,0.5799454
F1,flat,4,2.476923,0.6420382
F1,flat,4,2.776077,0.7012038
F1,flat,4,3.075123,0.7583958
F1,flat,4,3.374354,0.8132551
F1,flat,4,3.673523,0.8655406
F1,flat,4,3.9728,0.9150869
F1,flat,4,4.272,0.9614573
F1,flat,4,4.570954,1.008997
F1,flat,4,4.87043,1.053481
F1,flat,4,5.169277,1.096279
F1,flat,4,5.468369,1.136836
F1,flat,4,5.767369,1.135329
F1,flat,4,6.066384,1.152562
F1,flat,4,6.365308,1.175413
F1,flat,4,6.664354,1.197991
F1,flat,4,6.963431,1.230218
F1,flat,4,7.262523,1.259201
F1,flat,4,7.561492,1.288474
F1,flat,4,7.8608,1.313479
F1,flat,4,8.159893,1.337766
F1,flat,4,8.459124,1.358969
F1,flat,4,8.758246,1.353507
F1,flat,4,9.0574,1.348386
F1,flat,4,9.296969,0.02966449
F1,flat,4,9.292139,0.02832961
F1,flat,4,9.291061,0.02839603
F1,flat,4,9.291061,0.02838308
